"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
1583;"L'ANCIEN LIT DU LONGEAU À BRAINVILLE";"02085812";904004;6895816;82374;2014-04-15;0,269;NA;0,45;8,036;3,19;112,5;NA;0,75;NA;"";"absence";"absence";NA;"Réalisé avec Julien Viallard et Lionel Léglize";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ancien lit du longeau";15;NA;NA;NA;NA;NA;1,118;3,373;3,58;0,481;0,326;0,307;7,248;19,319;7,316;8,554;9,273;1,546;0,855;0,788;5,528;5,8;3,303;0,551;0,005;0,159;0,464;0,957;0,112;0,459;1,557;101,033;0,159;2,876;2;0,141;30;0;0;4;71,93;28,07;0;1,288;153,7;0;10;"COTES CALCAIRES EST";0;1,49;14,321;105,367;12,317;0;-0,237;-0,307;-0,714;0,033;-1,009;-0,397;-1,179;-1,181;-2,082;0,139;-1,153;-1,1;6,833;"COTES CALCAIRES EST";"moyen"
1616;"RUISSEAU DU CLOS A CORBENAY 1";"06408855";947079;6760001;82557;2015-08-04;0,001;NA;0,26;3;1,82;42;NA;3,8;NA;"";"semi-continue";"semi-continue";NA;"";"2009-2016";"FDAAPPMA HAUTE SAONE";"Clos";15;22;36,5;60,16;0,686;26,187;0,201;1,754;1,814;0,156;0,107;0,103;13,253;0,367;1,195;3,081;3,428;0,573;0,385;0,346;5,409;12,88;0,013;0,245;0,002;0,079;0,696;0,502;0,163;0,012;0,573;100,337;0,006;0,165;2;0,149;30;0;0,866;4;34,307;62,774;2,92;1,721;6,75;0,542;10;"COTES CALCAIRES EST";0;1,03;1,272;47,418;15,393;0;-0,19;-0,043;0,193;-0,186;0,164;-0,396;-0,944;-0,164;0,564;-0,78;0,187;-1,099;3,738;"COTES CALCAIRES EST";"tres faible"
1624;"LE REVINSON A DUESME 1";"03000440";826618;6731092;80448;2015-06-02;0,212;NA;0,7;6,05;5,15;85;NA;4,41;NA;"";"semi-continue";"semi-continue";NA;"granulométrie parmi la mesure aléatoire de 50 éléments du radier 20 concrétions calcaires ont été recensées";"2009-2016";"ASCONIT CONSULTANTS";"Revinson";15;21;59;114,88;1,067;25,022;1,285;4,178;4,47;0,454;0,3;0,277;10,495;5,845;3,456;5,164;5,931;0,921;0,661;0,573;5,753;24,811;0,926;0,411;0,004;0,203;0,674;0,949;0,184;0,289;0,926;100,285;0,116;8,004;3;0,219;30;3;0,39;4;32,877;46,575;20,548;2,001;46,95;0;10;"COTES CALCAIRES EST";0;1,01;4,942;213,801;41,4;0;-0,336;-0,159;0,05;-0,191;0,592;-0,459;-1,673;-0,61;0,147;-0,802;0,676;-1,272;5,179;"COTES CALCAIRES EST";"faible"
1625;"L'Ozerain à Flavigny sur Ozerain";"03039440";816045;6713724;81760;2013-08-06;0,239;NA;0,85;9;6;126;NA;3,81;NA;"";"continue";"continue";NA;"Station déplacée à l'aval du pont car nombreuses mouilles de concavités à l'amont non prospectables à pied.";"2009-2016";"ASCONIT CONSULTANTS";"Ozerain";15;16,68;30,5;82,48;1,195;22,528;1,725;5,541;6,1;0,683;0,322;0,294;10,141;5,076;15,644;9,479;11,589;2,429;1,655;1,35;3,988;50,456;5,987;0,867;0,009;0,282;0,858;1,446;0,153;0,389;2,436;101,514;0,097;24,044;3;0,552;30;0;0,469;2;24,37;58,824;16,807;2,246;114,99;0;10;"COTES CALCAIRES EST";0;1,13;11,71;437,674;46,174;0;-0,035;-0,608;0,733;0,557;0,574;0,531;-0,175;-2,334;2,137;2,341;0,656;1,473;9,116;"COTES CALCAIRES EST";"tres fort"
1627;"LE RUISSEAU DU VAU DE BOUCHE A VOUTENAY-SUR-CURE 1";"03033830";759466;6718609;78050;2013-08-07;0,385;NA;0,75;7,9;5,4;110,6;NA;3,89;NA;"";"continue";"continue";NA;"Station déplacée à l'amont pour trouver un radier.";"2009-2016";"ASCONIT CONSULTANTS";"Vau de bouche";15;28;53;106,64;0,92;32,647;1,182;5,418;5,541;0,358;0,219;0,213;16,806;14,643;6,15;8,449;8,986;1,054;0,731;0,685;8,103;26,147;4,365;0,392;0,004;0,13;0,605;0,831;0,098;0,715;1,08;100,507;0,268;19,894;4;0,144;30;3;0,65;2;4,511;81,955;13,534;1,987;67,82;0,005;10;"COTES CALCAIRES EST";0;1,2;3,51;133,945;15,854;0;0,03;0,15;-0,469;-0,147;0,519;-0,096;0,151;0,576;-1,366;-0,62;0,593;-0,266;3,572;"COTES CALCAIRES EST";"tres faible"
1644;"LE RU DE BROSSES A BROSSES 1";"03026529";751206;6716956;80483;2015-06-04;0,174;NA;0,3;2,5;1,95;35;NA;2,49;NA;"";"absence";"absence";"Réseau de gestion des eaux superficielles de la DSAM";"Pas de mesure de granulométrie car absence de radier sur le tronçon.
Cours d'eau recalibré rectifié et déplacé en bordure de champ.";"2009-2016";"ASCONIT CONSULTANTS";"Brosses";15;NA;NA;NA;NA;NA;0,917;2,054;2,576;0,655;0,446;0,354;3,167;7,593;1,345;2,509;3,195;0,847;0,536;0,42;2,981;10,267;0,286;0,34;0,003;0,2;0,44;0,129;0,051;0,215;0,849;100,15;0,094;2,792;4;0,037;30;0;0;1;89,773;6,818;3,409;0,525;33,59;0,117;10;"COTES CALCAIRES EST";0;1,01;1,208;29,508;11,761;0;-0,944;-0,785;-1,632;-0,192;-0,028;-1,208;-4,695;-3,017;-4,76;-0,808;-0,032;-3,349;16,662;"COTES CALCAIRES EST";"tres fort"
1645;"LE RUISSEAU DE CHAMOUX A CHATEL-CENSOIR 2";"03026382";747752;6713342;80482;2015-05-19;0,513;NA;0,6;5,05;4,3;71;NA;1,84;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"Absence de radier sur la station mesure de granulométrie non effectué";"2009-2016";"ASCONIT CONSULTANTS";"Chamoux";15;NA;NA;NA;NA;NA;1,97;4,211;4,709;0,765;0,474;0,415;6,513;10,904;3,424;5,064;5,828;1,081;0,681;0,586;5,11;10,574;1,121;0,425;0,004;0,31;0,681;0,438;0,086;0,336;1,087;100,257;0,133;4,024;4;0,468;30;0;0,866;2;46,226;53,774;0;1,23;46,07;0,164;10;"COTES CALCAIRES EST";0;1,03;2,324;41,949;8,284;0;-0,349;-0,276;0,815;-0,026;-0,285;-0,457;-1,738;-1,059;2,377;-0,111;-0,326;-1,267;6,879;"COTES CALCAIRES EST";"moyen"
1647;"LE COUPE-CHARME A LA CHAUME 1";"03014846";833993;6758324;84472;2012-09-18;0,007;NA;0,65;6,55;4,68;92;NA;1,85;NA;"";"espacée-régulière";"espacée-régulière";"Réseau de gestion des eaux superficielles de la DSAM";"Cours d'eau curé. Beaucoup d'embâcle. Une couche de vase/limon recouvre de manière plus ou moins importantes des GG.";"2009-2016";"ASCONIT CONSULTANTS";"Coupe charme";15;9;18;42;1,294;12,245;0,473;4,037;4,112;0,223;0,124;0,121;25,977;1,407;2,812;6,237;6,5;0,656;0,45;0,432;9,796;7,834;0,097;0,284;0,003;0,105;0,92;0,72;0,115;0,035;0,656;100,348;0,017;0,287;2;0,186;30;0;0,577;4;50;50;0;1,762;42,07;0;10;"COTES CALCAIRES EST";0;1,24;4,552;82,612;13,246;0;-0,11;0,384;-0,084;-0,503;-0,293;-0,602;-0,547;1,473;-0,246;-2,116;-0,335;-1,668;6,385;"COTES CALCAIRES EST";"moyen"
1656;"L'AUXOIS A RUAGES 1";"03024725";760714;6686959;84482;2012-09-19;0,012;NA;0,238;3,56;1,67;50;NA;34,8;NA;"";"isolée";"espacée-régulière";NA;"Différences de niveau sur les transects dû à la présence de cascades/blocs.";"2009-2016";"ASCONIT CONSULTANTS";"Auxois";15;7;26,5;96,76;1,895;10,273;0,126;1,863;1,927;0,129;0,067;0,065;15,565;3,166;2,05;5,222;5,672;0,61;0,401;0,362;8,654;123,717;0,615;0,573;0,006;0,047;0,719;1,779;0,341;0,334;0,616;99,62;0,167;46,712;5;0,039;30;0;0,271;2;30,651;37,548;31,801;1,868;72,2;0,354;10;"COTES CALCAIRES EST";0;1,17;4,759;1624,665;311,092;0;-0,472;0,21;-1,78;-0,71;2,719;-1,231;-2,349;0,807;-5,191;-2,985;3,107;-3,412;17,85;"COTES CALCAIRES EST";"tres fort"
1657;"LE BREVON A BUSSEAUT 1";"03000890";823975;6738795;77864;2012-09-18;0,133;NA;0,63;5,85;4,45;82;NA;3,17;NA;"";"isolée";"isolée";NA;"Présence d'une chute de 20cm.";"2009-2016";"ASCONIT CONSULTANTS";"Brevon";15;9;26;71,64;1,804;13,978;1,943;4,965;5,279;0,557;0,381;0,358;9,068;2,412;5,021;6,165;7,002;1,108;0,809;0,711;5,571;22,098;0,543;0,418;0,004;0,18;0,461;0,864;0,14;0,113;1,109;100,422;0,041;2,787;3;0,095;30;0;0,029;1;46,087;44,348;9,565;1,916;93,96;0;10;"COTES CALCAIRES EST";0;1,06;9,809;305,037;49,476;0;-0,396;-0,255;-0,967;-0,178;0,361;-0,488;-1,971;-0,978;-2,821;-0,749;0,413;-1,352;8,285;"COTES CALCAIRES EST";"fort"
1658;"LE RUISSEAU DE SARDY A SARDY-LES-EPIRY 1";"03024468";751711;6679302;84481;2012-09-19;0,033;NA;0,71;15,95;4,99;223;NA;2,6;NA;"";"absence";"absence";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Sardy";15;18,84;39;61;0,842;23,354;0,649;4,253;4,364;0,256;0,154;0,148;23,398;3,564;17,75;11,846;13,593;2,201;1,511;1,325;5,42;33,788;3,89;0,776;0,008;0,138;0,961;2,158;0,182;0,223;2,203;101,657;0,058;8,631;4;0,192;30;0;0,217;2;26,744;62,791;10,465;2,128;8,29;0,343;10;"COTES CALCAIRES EST";0;1,04;0,622;15,865;1,339;0;1,087;-0,059;0,391;1,11;-0,186;2,183;5,408;-0,228;1,142;4,667;-0,213;6,049;17,707;"COTES CALCAIRES EST";"tres fort"
1659;"LA SEINE A NOD-SUR-SEINE 1";"03001000";817648;6741623;77865;2012-10-02;0,657;NA;1,8;17,9;13;250;NA;2,24;NA;"";"continue";"isolée";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Seine";15;9;19;31;1,002;10,423;6,931;12,929;13,209;0,833;0,471;0,458;21,247;3,373;35,023;19,342;20,741;2,471;1,789;1,666;8,024;36,61;7,856;0,909;0,009;0,497;0,941;2,52;0,13;0,239;2,474;101,361;0,059;9,057;3;0,587;30;1;0,087;4;38,655;52,941;8,403;1,968;373,06;0;10;"COTES CALCAIRES EST";0;1,22;27,978;614,8;31,785;0;0,276;-0,016;0,475;0,282;0,213;0,655;1,372;-0,062;1,386;1,187;0,243;1,815;6,065;"COTES CALCAIRES EST";"moyen"
1661;"LA DIGEANNE A VOULAINES-LES-TEMPLIERS 1";"03006390";833252;6746532;77874;2012-10-01;0,192;NA;0,9;8,86;6,6;124;NA;2,42;NA;"";"semi-continue";"bosquets éparses";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Digeanne";15;9;41;85,64;1,879;13,547;2,311;6,106;6,413;0,594;0,366;0,344;12,603;3,441;8,573;9,174;10,076;1,362;0,946;0,856;7,016;20,316;1,308;0,511;0,005;0,268;0,668;1,985;0,216;0,16;1,363;100,619;0,054;3,536;4;0,356;30;0;0,35;4;39;54;7;2,141;109,4;0;10;"COTES CALCAIRES EST";0;1,11;11,012;261,427;28,496;0;-0,051;-0,038;0,308;-0,009;0,113;-0,041;-0,253;-0,145;0,898;-0,04;0,129;-0,114;1,579;"COTES CALCAIRES EST";"tres faible"
1662;"Ruisseau de l'étang neuf à Etormay";"03002380";819393;6723091;81746;2014-05-05;0,009;NA;0,2;4,35;1,5;61;NA;1,8;NA;"";"absence";"absence";NA;"LPB peu marquée cause fond de vallée très peu encaissé. Présence de piétinement de bovins.

estimation du débit.

Mesures de granulométrie limité à 50 points pour cause de radier trop petit.";"2009-2016";"ASCONIT CONSULTANTS";"Etang neuf";15;2,84;11;25;1,402;4,799;0,1;1,179;1,246;0,133;0,084;0,079;9,464;11,45;0,67;2,757;3,019;0,409;0,252;0,228;6,752;4,022;0,121;0,156;0,002;0,05;0,596;1,025;0,372;0,194;0,411;100,224;0,124;0,874;2;0,042;30;0;0;1;87,234;12,766;0;0,764;31,25;0;10;"COTES CALCAIRES EST";0;1,01;4,054;71,586;25,961;0;-0,824;0,039;-1,481;-0,901;-0,363;-1,864;-4,102;0,148;-4,319;-3,79;-0,415;-5,166;17,94;"COTES CALCAIRES EST";"tres fort"
1663;"LE RUISSEAU DE VIGNES A RUAGES 1";"03024736";751754;6691386;84483;2014-06-04;0,007;NA;0,4;3,7;2,77;52;NA;3,12;NA;"";"isolée";"absence";NA;"Pietinement intensif dans le cours d'eau surtout aval.

Présence de prairies pâturées en RD et RG. Pas de ripisylve.

VA correspond à des algues";"2009-2016";"ASCONIT CONSULTANTS";"Vignes";15;NA;NA;NA;NA;NA;0,421;2,565;2,674;0,23;0,152;0,143;15,954;1,089;4,681;5,653;6,677;1,29;0,831;0,699;4,433;21,404;0,224;0,51;0,005;0,133;0,848;0,906;0,16;0,05;1,29;100,979;0,018;1,239;2;0,23;30;0;0,014;1;70;28,462;1,538;1,477;18,25;0;10;"COTES CALCAIRES EST";0;1,04;1,043;31,923;5,648;0;0,077;-0,333;0,358;0,38;0,11;0,392;0,384;-1,279;1,045;1,598;0,125;1,087;5,519;"COTES CALCAIRES EST";"faible"
1681;"LE COURS D'EAU NUMÉRO 01 DU CRAIS A THOISY-LA-BERCHERE 1";"03034163";802604;6688236;84488;2014-05-07;0,018;NA;0,3;3,84;2;53,8;NA;3,52;NA;"";"continue";"bosquets éparses";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Cours d'eau numero 01 du crais";15;1;10,5;45;2,29;1,074;0,191;1,715;1,823;0,185;0,11;0,102;10,734;7,441;2,251;3,502;4,206;0,937;0,646;0,536;3,767;18,516;0,656;0,377;0,004;0,076;0,688;0,349;0,1;0,293;0,941;100,661;0,117;6,534;5;0,06;30;0;0,39;4;27,419;67,742;4,839;1,948;22,95;0,076;10;"COTES CALCAIRES EST";0;1,63;2,436;84,118;24,018;0;-0,48;-0,517;-1,055;0,003;0,263;-0,473;-2,387;-1,984;-3,076;0,013;0,301;-1,31;9,071;"COTES CALCAIRES EST";"tres fort"
1682;"Ruisseau de Serre à Cuncy les Varzy";"03025165";734963;6694371;81748;2014-06-06;0,011;NA;0,33;4,61;2,3;64,5;NA;1,53;NA;"";"absence";"isolée";NA;"Présence de nombreuses hélophytes iris en RD et en RG";"2009-2016";"ASCONIT CONSULTANTS";"Serre";15;1;9;40;2,426;1,291;0,191;2,037;2,086;0,151;0,097;0,095;16,835;7,098;2,888;4,981;5,501;0,849;0,581;0,525;5,889;7,88;0,522;0,301;0,003;0,062;0,645;0,441;0,088;0,182;0,851;100,651;0,076;1,585;3;0,046;30;0;0,014;1;35,644;58,416;5,941;2,175;19,6;0;10;"COTES CALCAIRES EST";0;1,04;1,142;17,141;3,441;0;-0,074;-0,055;-1,271;-0,056;-0,593;-0,132;-0,366;-0,212;-3,707;-0,234;-0,677;-0,366;5,563;"COTES CALCAIRES EST";"faible"
1683;"LE RUISSEAU DES BOUILLES A CHALLEMENT 1";"03024758";747364;6691377;84485;2014-06-04;0,011;NA;0,26;5,67;1,87;79,8;NA;1,63;NA;"";"continue";"continue";NA;"Accès à proximité immédiate du pont impossible haie impénétrable et barbelé
Accès par chemin forestier au point d'altitude 177m.";"2009-2016";"ASCONIT CONSULTANTS";"Bouilles";15;0,001;9;20,16;5,829;0,002;0,2;2,138;2,186;0,134;0,088;0,085;18,855;7,024;5,602;6,098;7,379;1,348;0,927;0,766;4,542;12,247;1,33;0,486;0,005;0,067;0,742;0,77;0,126;0,24;1,351;101,147;0,08;3,543;3;0,09;30;0;0,469;4;69,271;30,729;0;1,087;23,54;0;10;"COTES CALCAIRES EST";0;1,89;1,212;19,38;3,178;0;0,066;-0,332;-0,647;0,361;-0,503;0,424;0,329;-1,274;-1,887;1,518;-0,575;1,176;6,759;"COTES CALCAIRES EST";"moyen"
1684;"LE RUISSEAU DE FONTENELLE A MONCEAUX-LE-COMTE 1";"03024751";749696;6693559;84484;2014-06-03;0,004;NA;0,33;3,8;2,3;52,9;NA;0,47;NA;"";"continue";"continue";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Fontenelle";15;0,001;3,5;15,16;5,686;0,001;0,218;2,09;2,146;0,155;0,103;0,1;15,667;3,932;3,241;4,204;5,031;1,063;0,772;0,644;3,968;2,968;0,206;0,411;0,004;0,066;0,645;0,362;0,086;0,064;1,063;100,896;0,023;0,227;4;0,07;30;0;1,299;2;85,6;12,8;1,6;0,961;11,67;0,18;10;"COTES CALCAIRES EST";0;1,02;0,636;2,932;0,698;0;-0,066;-0,403;-0,708;0,297;-1,848;0,284;-0,328;-1,547;-2,063;1,249;-2,111;0,787;8,086;"COTES CALCAIRES EST";"fort"
1685;"LE RUISSEAU D'ARTHEL A BRINON-SUR-BEUVRON 1";"03025106";735529;6686552;84487;2014-06-05;0,052;NA;0,61;5,16;4,31;42,24;NA;2,75;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Arthel";15;11;26;49,16;1,169;14,033;1,008;4,37;4,562;0,331;0,23;0,216;18,772;2,729;6,067;7,274;8,101;1,189;0,867;0,764;6,412;20,611;0,726;0,457;0,005;0,164;0,699;2,521;0,347;0,124;1,19;100,759;0,043;2,898;2;0,169;30;0;0,087;4;39,216;54,902;5,882;2,066;29,15;0;10;"COTES CALCAIRES EST";0;1,31;1,753;47,292;6,501;0;0,169;-0,007;-0,08;0,183;0,051;0,38;0,843;-0,025;-0,233;0,769;0,058;1,053;2,981;"COTES CALCAIRES EST";"tres faible"
1686;"LE CORNEAU A BRINON-SUR-BEUVRON 1";"03025100";738051;6687012;84486;2014-06-05;0,006;NA;0,45;5,6;3,13;78,4;NA;2,25;NA;"";"bosquets éparses";"isolée";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Corneau";15;1,84;11;22,16;1,675;2,607;0,297;2,916;3,034;0,184;0,097;0,093;22,632;2,077;4,25;7,561;8,102;0,873;0,571;0,532;8,877;11,736;0,275;0,304;0,003;0,09;0,853;1,868;0,247;0,066;0,873;100,601;0,028;0,841;3;0,209;30;0;0,058;1;44,828;55,172;0;1,83;40,87;0;10;"COTES CALCAIRES EST";0;1,01;2,163;47,743;6,314;0;0,092;0,288;0,044;-0,211;-0,101;-0,172;0,46;1,105;0,128;-0,886;-0,116;-0,476;3,171;"COTES CALCAIRES EST";"tres faible"
1689;"L'HOZAIN A RUMILLY-LES-VAUDES 1";"03007383";784546;6788993;84469;2012-10-04;0,071;NA;0,75;8,9;5,3;124,6;NA;2,496;NA;"";"continue";"bosquets éparses";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Hozain";15;25;34;44;0,393;26,833;0,727;5,136;5,239;0,222;0,141;0,138;29,189;7,322;11,023;9,733;10,999;1,582;1,142;1,008;6,174;24,691;4,055;0,602;0,006;0,096;0,666;1,273;0,131;0,37;1,589;101,212;0,111;10,347;5;0,073;30;0;0,541;2;2,564;96,581;0,855;1,08;73,31;0;10;"COTES CALCAIRES EST";0;1;4,618;113,075;11,618;0;0,145;-0,129;-1,162;0,239;0,087;0,442;0,722;-0,496;-3,387;1,007;0,099;1,226;6,938;"COTES CALCAIRES EST";"moyen"
1690;"L'AUBE A VILLE-SOUS-LA-FERTE 1";"03015000";832947;6779609;77914;2012-10-02;0,67;NA;1,8;19,8;12,6;277;NA;0,097;NA;"";"semi-continue";"bosquets éparses";NA;"Station décalée en amont pour démarrer la station sur un radier.
Travaux de restauration écologique récents et non finis sur la station. Plantation de végétations.";"2009-2016";"ASCONIT CONSULTANTS";"Aube";15;54;74;99,32;0,434;58,582;6,203;11,774;12,004;0,793;0,518;0,507;16,104;17,259;28,881;18,547;19,761;2,187;1,561;1,462;8,566;1,391;6,324;0,764;0,008;0,269;0,502;2,289;0,123;0,223;2,189;101,382;0,058;0,329;4;0,133;30;10;0,487;2;0;16,312;83,688;0,94;603,79;0;10;"COTES CALCAIRES EST";0;1,2;45,569;43,362;2,338;0;0,069;0,005;-1,139;0,041;-2,858;0,183;0,344;0,019;-3,321;0,171;-3,265;0,507;7,626;"COTES CALCAIRES EST";"fort"
1692;"LA BRESSE A BAR-SUR-AUBE 1";"03016240";827492;6794104;77915;2013-07-30;0,027;NA;0,3;3,8;1,8;54,9;NA;6,029;NA;"";"bosquets éparses";"semi-continue";NA;"La longueur de la station a été augmenté à 54.9m car présence d'un passage à gué au niveau du dernier transect décalage de celui ci transect 15 vers l'amont pour éviter l'influence du passage à gué.

Radier trop petit donc 50 mesures effectué";"2009-2016";"ASCONIT CONSULTANTS";"Bresse";15;12;17;21,16;0,418;12,847;0,205;2,039;2,104;0,151;0,099;0,095;14,291;8,142;1,452;4,331;4,621;0,534;0,338;0,315;8,207;18,642;0,425;0,208;0,002;0,066;0,668;1,078;0,249;0,312;0,539;100,228;0,176;6,106;3;0,052;30;0;0,202;1;21,528;77,778;0,694;1,272;30,79;0;10;"COTES CALCAIRES EST";0;1,01;3,05;180,391;41,649;0;-0,368;0,235;-1,27;-0,632;0,844;-1,082;-1,83;0,903;-3,702;-2,656;0,964;-2,998;13,054;"COTES CALCAIRES EST";"tres fort"
1704;"LE RU DE BERNON A CHESSY-LES-PRES 2";"03041704";768677;6770283;78100;2013-07-31;0,52;NA;0,7;7,4;5,2;103,6;NA;1,718;NA;"";"semi-continue";"continue";NA;"La limite aval de la station a été positionnée au niveau d'un plat courant.
La mesure de granulométrie a été effectuée au niveau du plat courant.";"2009-2016";"ASCONIT CONSULTANTS";"Bernon";15;12;17;23;0,476;13,071;0,889;4,628;4,801;0,289;0,196;0,187;18,469;43,106;7,849;6,541;8,096;1,525;1,204;0,971;4,322;16,358;13,747;0,601;0,006;0,107;0,562;0,497;0,076;1,754;1,682;101,304;0,511;35,618;5;0,082;30;0;0,429;2;13,333;84,762;1,905;1,239;93,47;0,011;10;"COTES CALCAIRES EST";0;1;6,275;105,756;16,168;0;-0,335;-0,508;-1,123;0,142;-0,252;-0,038;-1,668;-1,951;-3,275;0,599;-0,288;-0,106;7,887;"COTES CALCAIRES EST";"fort"
1705;"L'AUBE A VILLE-SOUS-LA-FERTE 1";"03015000";832947;6779609;77914;2013-07-29;2,613;NA;2,2;19,83;15,17;277,6;NA;0,53;NA;"";"semi-continue";"bosquets éparses";NA;"Présence d'embâcle et arbre tombé entre le transect 2 et 3.";"2009-2016";"ASCONIT CONSULTANTS";"Aube";15;41;52,5;74,32;0,457;44,905;9,495;14,646;14,949;0,987;0,648;0,633;15,262;16,216;28,099;19,437;20,333;2,066;1,456;1,388;9,494;7,216;13,052;0,767;0,008;0,351;0,546;1,847;0,095;0,47;2,077;101,016;0,126;3,52;3;0,132;30;15;0,487;2;4,31;53,448;42,241;1,686;603,79;0;10;"COTES CALCAIRES EST";0;1,2;45,569;236,927;12,19;0;0,116;0,108;-1,148;-0,016;-1,159;0,155;0,577;0,414;-3,347;-0,068;-1,325;0,431;6,162;"COTES CALCAIRES EST";"moyen"
1706;"Rû de Noé à Loches sur Ource";"03006870";813010;6774725;81818;2013-07-30;NA;NA;0,15;1,77;1,07;24,78;NA;6,874;NA;"";"absence";"absence";NA;"La mesure de débit n'a pas été effectuée car il n'y a pas de continuité hydraulique. Station en rupture d'écoulement
La mesure de granulométrie n'a pas été effectuée sur cette station en l'absence de faciès lotique et en raison de la granulométrie particulière.

la limite aval de la station a été positionnée sur un fasciès de type plat lentique en l'absence de fasciès lotique";"2009-2016";"ASCONIT CONSULTANTS";"Rû de noe";15;NA;NA;NA;NA;NA;0,098;0,887;0,981;0,147;0,092;0,082;9,209;16,216;0,783;2,144;2,624;0,543;0,372;0,3;4,172;20,264;0,472;0,195;0,002;0,076;0,723;0,466;0,217;0,62;0,563;100,332;0,327;15,498;3;0,11;30;0;0;1;63,816;36,184;0;0,905;15,73;0;10;"COTES CALCAIRES EST";0;1;0,928;62,579;29,184;0;-0,841;-0,38;-0,34;-0,448;0,878;-1,31;-4,186;-1,459;-0,991;-1,883;1,003;-3,63;13,152;"COTES CALCAIRES EST";"tres fort"
1707;"LE CEFFONDET A THILLEUX 1";"03022229";831367;6819029;81573;2013-08-08;0,004;NA;0,3;5,9;2;82,63;NA;3,111;NA;"";"absence";"absence";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Ceffondet";15;13;19;27;0,486;14,811;0,569;2,513;2,723;0,348;0,206;0,186;11,275;0,387;5,837;5,612;6,905;1,509;1,045;0,843;3,802;25,736;0,113;0,51;0,005;0,2;0,891;0,607;0,108;0,02;1,509;101,032;0,006;0,618;3;0,182;30;0;0;1;39,759;60,241;0;0,987;125,31;0;10;"COTES CALCAIRES EST";0;1;6,844;208,871;37,218;0;-0,589;-0,663;-0,402;0,059;0,384;-0,504;-2,929;-2,547;-1,174;0,249;0,439;-1,397;8,735;"COTES CALCAIRES EST";"fort"
